HPO term_id,HPO_term_name,phecode,phecode string,class,suppress?,# of Mendelian diseases tested with this phenotype for this study
12721,Venous malformation,747,Cardiac and circulatory congenital anomalies,Congenital,1,0
12725,Cutaneous syndactyly,755.3,Congenital anomaly of fingers/toes,Congenital,1,0
12727,Thoracic aortic aneurysm,442.1,Aortic aneurysm,,0,0
12730,Aglossia,750.13,Congenital anomalies of mouth/tongue,Congenital,1,0
12734,Ketotic hypoglycemia,251.1,Hypoglycemia,,0,0
12735,Cough,512.8,Cough,,0,3
12740,Papilloma,,-,,-,0
12741,Unilateral cryptorchidism,751.12,Congenital anomalies of male genital organs,Congenital,1,0
12743,Abdominal obesity,278.1,Obesity,,0,4
12745,Short palpebral fissure,,-,,-,0
12762,Cerebral white matter atrophy,331,Other cerebral degenerations,,0,1
12774,Increased upper to lower segment ratio,,-,,-,0
12788,Reticulate pigmentation of oral mucosa,528,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",,0,1
12789,Hypoplasia of the calcaneus,,-,Congenital,-,0
12795,Abnormality of the optic disc,,-,,-,0
12798,Pulmonary lymphangiomyomatosis,504,Other alveolar and parietoalveolar pneumonopathy,,0,0
12802,Broad jaw,526.3,Anomalies of jaw size/symmetry,,0,0
12804,Corneal ulceration,370.1,Corneal ulcer,,0,3
12806,Proboscis,,-,,-,0
12810,Wide nasal base,,-,,-,0
12811,Wide nasal ridge,,-,,-,0
12813,Unilateral breast hypoplasia,612,"Breast conditions, congenital or relating to hormones",Congenital,1,0
12817,Noncompaction cardiomyopathy,425.1,Primary/intrinsic cardiomyopathies,,0,0
12841,Retinal vascular tortuosity,362.4,Retinal vascular changes and abnomalities,,0,0
12847,Epilepsia partialis continua,345.1,Epilepsy,,0,2
12861,Ovotestis,751.1,Congenital anomalies of genital organs,Congenital,1,0
12864,Abnormal sperm morphology,,-,,-,0
12871,Varicocele,454,Varicose veins,,0,0
12873,Absent vas deferens,,-,Congenital,-,0
12877,Retrograde ejaculation,608,Other disorders of male genital organs,,0,1
12899,Handgrip myotonia,359.1,Muscular dystrophies,,0,0
30010,Hydrometrocolpos,619.4,Noninflammatory disorders of vagina,,0,0
30011,Imperforate hymen,751.11,Congenital anomalies of female genital organs,Congenital,1,0
30022,Question mark ear,749,Congenital anomalies of face and neck,Congenital,1,0
30034,Diffuse glomerular basement membrane lamellation,,-,,-,0
30037,Bifid ureter,,-,Congenital,-,0
30041,Schmorl's node,722.3,Schmorl's nodes,,0,0
30043,Hip Subluxation,830,Dislocation,,0,1
30046,Hypoglycosylation of alpha-dystroglycan,,-,,-,0
30048,Colpocephaly,,-,Congenital,-,0
30049,Brain abscess,324,Other CNS infection and poliomyelitis,,0,2
30050,Narcolepsy,347,Cataplexy and narcolepsy,,0,2
30051,Tip-toe gait,350.2,Abnormality of gait,,0,1
30052,Inguinal freckling,,-,,-,0
30053,Stiff skin,,-,,-,0
30054,Perifollicular fibrosis,701.2,Scar conditions and fibrosis of skin,,0,0
30056,Uncombable hair,,-,,-,0
30062,Craniopharyngioma,194,Cancer of other endocrine glands,,0,0
30074,Chemodectoma,194,Cancer of other endocrine glands,,0,0
30078,Lung adenocarcinoma,165.1,Cancer of bronchus; lung,,0,2
30080,Burkitt lymphoma,202.2,Non-Hodgkins lymphoma,,0,0
30083,Salt craving,,-,,-,0
30084,Clinodactyly,755.3,Congenital anomaly of fingers/toes,Congenital,1,0
30127,Endometriosis,615,Endometriosis,,0,0
30147,Truncal titubation,350.1,Abnormal involuntary movements,,0,1
30148,Heart murmur,396,Abnormal heart sounds,,0,0
30151,Cholangitis,575.1,Cholangitis,,0,4
30205,Increased jitter at single fibre EMG,,-,,-,0
30213,Emotional blunting,,-,,-,0
30214,Hypersexuality,,-,,-,0
30223,Perseveration,,-,,-,0
30237,Hand muscle weakness,,-,,-,0
30241,Hypoplasia of deltoid muscle,,-,Congenital,-,0
30242,Portal vein thrombosis,452,Other venous embolism and thrombosis,,0,2
30253,Defective T cell proliferation,,-,,-,0
30260,Microphallus,751.12,Congenital anomalies of male genital organs,Congenital,1,0
30268,Hyperplastic callus formation,,-,,-,0
30269,Increased serum Insulin-like growth factor 1,,-,,-,0
30270,Elevated red cell adenosine deaminase activity,,-,,-,0
30271,"Reduced erythrocyte 2,3-diphosphoglycerate concentration",,-,,-,0
30273,Reduced red cell adenosine deaminase activity,,-,,-,0
30276,Small scrotum,,-,,-,0
30290,Unossified sacrum,,-,Pediatric,-,0
30314,Periostosis,747.13,Congenital anomalies of great vessels,Congenital,1,0
30323,Unilateral vertebral artery hypoplasia,,-,Congenital,-,0
30325,Cervicomedullary schisis,,-,,-,0
30328,Decreased osteoclast count,,-,,-,0
30329,Retinal thinning,362,Other retinal disorders,,0,1
30330,Multinucleated giant chondrocytes in epiphyseal cartilage,,-,Congenital,-,0
40009,Hyperparakeratosis,701.1,"Keratoderma, acquired",,0,0
40049,Macular edema,362.9,Retinal edema,,0,3
40075,Hypopituitarism,253.2,Pituitary hypofunction,,0,0
40078,Axonal degeneration,356,Hereditary and idiopathic peripheral neuropathy,,0,5
40079,Irregular dentition,520.1,Hereditary disturbances in tooth structure,Congenital,1,0
40080,Anteverted ears,,-,Congenital,-,0
40082,Happy demeanor,,-,,-,0
40083,Toe walking,350.2,Abnormality of gait,,0,5
40137,Comodogenic acne,706.1,Acne,,0,1
40139,Lipogranulomatosis,,-,,-,0
40140,Degeneration of the striatum,333.8,Other degenerative diseases of the basal ganglia,,0,1
40142,5-oxoprolinase deficiency,,-,,-,0
40144,L-2-hydroxyglutaric aciduria,,-,,-,0
40147,L-2-hydroxyglutaric acidemia,,-,,-,0
40148,Cortical myoclonus,333.2,Myoclonus,,0,1
40149,Woolly scalp hair,,-,,-,0
45016,Elevated serum long-chain fatty acids,,-,,-,0
45025,Small palpebral fissure,,-,,-,0
45026,Abnormality of the mediastinum,,-,,-,0
100001,Malignant mesothelioma,165,Cancer within the respiratory system,,0,0
100008,Schwannoma,225.1,"Benign neoplasm of brain, cranial nerves, meninges",,0,0
100012,Neoplasm of the eye,190,Cancer of eye,,0,0
100013,Neoplasm of the breast,174,Breast cancer,,0,3
100014,Epiretinal membrane,362.26,Macular puckering of retina,,0,1
100015,Stahl ear,,-,Congenital,-,0
100018,Nuclear cataract,366.1,Nonsenile Cataract,,0,0
100019,Cortical cataract,366,Cataract,,0,0
100021,Cerebral palsy,343,Infantile cerebral palsy,,0,5
100022,Abnormality of movement,,-,,-,0
100024,Conspicuously happy disposition,,-,,-,0
100026,Arteriovenous malformation,747,Cardiac and circulatory congenital anomalies,Congenital,1,0
100027,Recurrent pancreatitis,577.2,Chronic pancreatitis,,0,1
100028,Ectopic thyroid,242,Thyrotoxicosis with or without goiter,,0,0
100031,Neoplasm of the thyroid gland,193,Thyroid cancer,,0,4
100033,Tics,313.2,Tics and stuttering,,0,1
100034,Motor tics,313.2,Tics and stuttering,,0,2
100035,Phonic tics,313.2,Tics and stuttering,,0,0
100168,Fragmented epiphyses,,-,Congenital,-,0
100240,Synostosis of joints,756.5,Congenital osteodystrophies,Congenital,1,0
100242,Sarcoma,,-,,-,0
100244,Fibrosarcoma,,-,,-,0
100245,Desmoid tumors,199,Neoplasm of uncertain behavior,,0,1
100246,Osteoma,213,Benign neoplasm of bone and articular cartilage,,0,1
100247,Recurrent singultus,513.8,Disorders of diaphragm,,0,2
100250,Meningeal calcification,348.9,"Other conditions of brain, NOS",,0,0
100252,Diaphyseal dysplasia,756.5,Congenital osteodystrophies,Congenital,1,0
100253,Abnormality of the medullary cavity of the long bones,,-,,-,0
100254,Stenosis of the medullary cavity of the long bones,,-,,-,0
100255,Metaphyseal dysplasia,749.2,Congenital anomalies of skull and face bones,Congenital,1,0
100257,Ectrodactyly,755.3,Congenital anomaly of fingers/toes,Congenital,1,0
100258,Preaxial polydactyly,755.3,Congenital anomaly of fingers/toes,Congenital,1,0
100259,Postaxial polydactyly,755.3,Congenital anomaly of fingers/toes,Congenital,1,0
100260,Mesoaxial polydactyly,755.3,Congenital anomaly of fingers/toes,Congenital,1,0
100261,Abnormal tendon morphology,,-,,-,0
100263,Distal symphalangism,755.3,Congenital anomaly of fingers/toes,Congenital,1,0
100267,Lip pit,,-,Congenital,-,0
100273,Neoplasm of the colon,153.2,Colon cancer,,0,5
100274,Gustatory lacrimation,375.2,Epiphora,,0,0
100275,Diffuse cerebellar atrophy,334.1,Spinocerebellar disease,,0,1
100279,Ulcerative colitis,555.2,Ulcerative colitis,,0,1
100280,Crohn's disease,555.1,Regional enteritis,,0,0
100291,Abnormality of central somatosensory evoked potentials,,-,,-,0
100299,Muscle fiber inclusion bodies,,-,,-,0
100303,Muscle fiber cytoplasmatic inclusion bodies,,-,,-,0
100305,Ring fibers,,-,,-,0
100307,Cerebellar hemisphere hypoplasia,,-,Congenital,-,0
100315,Lewy bodies,290.12,Dementia with cerebral degenerations,,0,1
100321,Abnormality of the dentate nucleus,,-,,-,0
100324,Scleroderma,701.3,Circumscribed scleroderma,,0,3
100326,Immunologic hypersensitivity,949,"Allergies, other",,0,0
100327,Cow milk allergy,949,"Allergies, other",,0,0
100333,Unilateral cleft lip,749.1,Cleft palate,Congenital,1,0
100334,Unilateral cleft palate,749.1,Cleft palate,Congenital,1,0
100335,Non-midline cleft lip,749.1,Cleft palate,Congenital,1,0
100490,Camptodactyly of finger,755.3,Congenital anomaly of fingers/toes,Congenital,1,0
100493,Hypoammonemia,,-,,-,0
100495,Mastocytosis,202,"Cancer of other lymphoid, histiocytic tissue",,0,1
100499,Tibial deviation of toes,755.3,Congenital anomaly of fingers/toes,Congenital,1,0
100501,Recurrent bronchiolitis,483,Acute bronchitis and bronchiolitis,,0,1
100502,Vitamin B12 deficiency,261.2,Vitamin B-complex deficiencies,,0,1
100512,Vitamin D deficiency,261.4,Vitamin D deficiency,,0,0
100513,Vitamin E deficiency,261,Vitamin deficiency,,0,1
100518,Dysuria,599.3,Dysuria,,0,1
100519,Anuria,599.6,Oliguria and anuria,,0,0
100521,Neoplasm of the thymus,164,Cancer of intrathoracic organs,,0,0
100523,Liver abscess,571.8,Liver abscess and sequelae of chronic liver disease,,0,1
100524,Limb duplication,,-,Congenital,-,0
100526,Neoplasm of the lung,165.1,Cancer of bronchus; lung,,0,2
100528,Pleuropulmonary blastoma,,-,,-,0
100530,Abnormality of calcium-phosphate metabolism,,-,,-,0
100533,Inflammatory abnormality of the eye,371.9,Chronic inflammatory disorders of orbit,,0,6
100534,Episcleritis,379.1,Scleritis and episcleritis,,0,2
100537,Fasciitis,728.7,Fasciitis,,0,1
100539,Periorbital edema,242.3,Exophthalmos,,0,1
100540,Palpebral edema,374,Other disorders of eyelids,,0,0
100541,Femoral hernia,550.3,Femoral hernia,,0,0
100542,Abnormal localization of kidney,751.22,Other specified congenital anomalies of kidney,Congenital,1,0
100543,Cognitive impairment,292.2,Mild cognitive impairment,,0,96
100544,Neoplasm of the heart,164,Cancer of intrathoracic organs,,0,0
100545,Arterial stenosis,447.1,Stricture of artery,,0,0
100555,Asymmetric growth,,-,Pediatric,-,0
100556,Hemiatrophy,,-,Pediatric,-,0
100559,Lower limb asymmetry,736.6,Unequal leg length (acquired),Pediatric,1,0
100561,Spinal cord lesion,334,Degenerative disease of the spinal cord,,0,0
100568,Neoplasm of the endocrine system,194,Cancer of other endocrine glands,,0,1
100569,Abnormal vertebral ossification,,-,,-,0
100570,Carcinoid,,-,,-,0
100574,Biliary tract neoplasm,159.3,Malignant neoplasm of gallbladder and extrahepatic bile ducts,,0,1
100576,Amaurosis fugax,362.4,Retinal vascular changes and abnomalities,,0,3
100577,Urinary bladder inflammation,,-,,-,0
100578,Lipoatrophy,,-,,-,0
100579,Mucosal telangiectasiae,448,Disease of capillaries,,0,1
100580,Barrett esophagus,530.13,Barrett's esophagus,,0,0
100581,Megacalicosis,751.22,Other specified congenital anomalies of kidney,Congenital,1,0
100582,Nasal polyposis,471,Nasal polyps,,0,9
100583,Corneal perforation,370.1,Corneal ulcer,,0,0
100585,Teleangiectasia of the skin,448,Disease of capillaries,,0,9
100587,Abnormality of the preputium,,-,,-,0
100589,Urogenital fistula,,-,,-,0
100593,Calcification of cartilage,742.8,Articular cartilage disorder,,0,0
100596,Absent nares,,-,Congenital,-,0
100598,Pulmonary edema,503,Pulmonary congestion and hypostasis,,0,1
100601,Eclampsia,642.1,Preeclampsia and eclampsia,Pregnancy-related,1,0
100602,Preeclampsia,642.1,Preeclampsia and eclampsia,Pregnancy-related,1,0
100603,Toxemia of pregnancy,,-,Pregnancy-related,-,0
100610,Maternal hyperphenylalaninemia,,-,Pregnancy-related,-,0
100611,Multiple glomerular cysts,580.12,Non-proliferative glomerulonephritis,,0,1
100612,Odontogenic neoplasm,170.1,Bone cancer,,0,1
100614,Myositis,770,Myalgia and myositis unspecified,,0,3
100615,Ovarian neoplasm,184.11,Malignant neoplasm of ovary,,0,4
100617,Testicular seminoma,187.2,Malignant neoplasm of testis,,0,0
100621,Dysgerminoma,184.11,Malignant neoplasm of ovary,,0,0
100625,Enlarged thorax,756.2,Pectus and other congenital anomalies of ribs/sternum,Congenital,1,0
100626,Chronic hepatic failure,571.8,Liver abscess and sequelae of chronic liver disease,,0,2
100627,Displacement of the external urethral meatus,751.12,Congenital anomalies of male genital organs,Congenital,1,0
100629,Midline facial cleft,,-,Congenital,-,0
100630,Neoplasia of the nasopharynx,149.2,Cancer of nasopharynx,,0,0
100631,Neoplasm of the adrenal gland,227.1,Benign neoplasm of adrenal gland,,0,0
100633,Esophagitis,530.1,"Esophagitis, GERD and related diseases",,0,0
100634,Neuroendocrine neoplasm,209,Neuroendocrine tumors,,0,1
100639,Erectile abnormalities,,-,,-,0
100640,Laryngeal cyst,473,Diseases of the larynx and vocal cords,,0,0
100641,Neoplasm of the adrenal cortex,191,Manlignant and unknown neoplasms of brain and nervous system,,0,0
100643,Abnormality of nail color,,-,,-,0
100645,Cystocele,618.1,Prolapse of vaginal walls,,0,2
100646,Thyroiditis,245,Thyroiditis,,0,1
100649,Neoplasm of the oral cavity,145,Cancer of mouth,,0,1
100650,Vaginal neoplasm,184.2,Cancer of other female genital organs (excluding uterus and ovary),,0,0
100651,Type I diabetes mellitus,250.1,Type 1 diabetes,,0,6
100654,Retrobulbar optic neuritis,377.3,Optic neuritis/neuropathy,,0,1
100658,Cellulitis,681,Superficial cellulitis and abscess,,0,5
100659,Abnormality of the cerebral vasculature,,-,,-,0
100660,Dyskinesia,333.4,Torsion dystonia,,0,8
100663,Synotia,,-,Congenital,-,0
100665,Angioedema,946,Anaphylactic shock NOS,,0,3
100668,Intestinal duplication,750.21,Congenital anomalies of intestine,Congenital,1,0
100669,Abnormal pigmentation of the oral mucosa,,-,,-,0
100670,Rough bone trabeculation,,-,,-,0
100671,Abnormal trabecular bone morphology,,-,,-,0
100672,Vaginal hernia,,-,,-,0
100678,Premature skin wrinkling,,-,,-,0
100679,Lack of skin elasticity,,-,,-,0
100684,Salivary gland neoplasm,145.3,Cancer of major salivary glands,,0,2
100686,Enthesitis,,-,,-,0
100689,Decreased corneal thickness,,-,,-,0
100693,Iridodonesis,379.5,Disorders of iris and ciliary body,,0,0
100694,Tibial torsion,,-,,-,0
100697,Neurofibrosarcoma,,-,,-,0
100699,Scarring,701.2,Scar conditions and fibrosis of skin,,0,0
100702,Arachnoid cyst,348.4,Cerebral cysts,,0,1
100703,Tongue thrusting,,-,,-,0
100704,Cortical visual impairment,377,Disorders of optic nerve and visual pathways,,0,9
100709,Reduction of oligodendroglia,,-,,-,0
100710,Impulsivity,312.3,Impulse control disorder,,0,5
100716,Self-injurious behavior,300,Anxiety disorders,,0,6
100718,Uterine rupture,635,Hemorrhage during pregnancy; childbirth and postpartum,,0,1
100719,Lens coloboma,753,Congenital anomalies of the eye,Congenital,1,0
100720,Hypoplasia of the ear cartilage,749,Congenital anomalies of face and neck,Congenital,1,0
100721,Mediastinal lymphadenopathy,289.4,Lymphadenitis,,0,2
100723,Gastrointestinal stroma tumor,199,Neoplasm of uncertain behavior,,0,1
100724,Hypercoagulability,286.8,Hypercoagulable state,,0,4
100725,Lichenification,695.7,Prurigo and Lichen,,0,2
100726,Kaposi's sarcoma,230,Kaposi's sarcoma,,0,0
100727,Histiocytosis,,-,,-,0
100729,Large face,,-,,-,0
100730,Bronchogenic cyst,748,"Anomalies of respiratory system, congenital",Congenital,1,0
100732,Pancreatic fibrosis,577,Diseases of pancreas,,0,2
100733,Neoplasm of the parathyroid gland,194,Cancer of other endocrine glands,,0,1
100734,Abnormality of vertebral epiphysis morphology,,-,Congenital,-,0
100735,Hypertensive crisis,401.1,Essential hypertension,,0,2
100736,Abnormality of the soft palate,,-,,-,0
100738,Abnormal eating behavior,,-,,-,0
100739,Bulimia,305.2,Eating disorder,,0,0
100742,Vascular neoplasm,170.2,Cancer of connective tissue,,0,0
100743,Neoplasm of the rectum,153.3,"Malignant neoplasm of rectum, rectosigmoid junction, and anus",,0,3
100745,Abnormality of the humeroulnar joint,,-,,-,0
100746,Macrodactyly of finger,755.3,Congenital anomaly of fingers/toes,Congenital,1,0
100748,Muscular edema,782.3,Edema,,0,1
100749,Chest pain,418,Nonspecific chest pain,,0,4
100750,Atelectasis,508,Pulmonary collapse; interstitial and compensatory emphysema,,0,3
100751,Esophageal neoplasm,150,Cancer of esophagus,,0,3
100752,Abnormal liver lobulation,,-,,-,0
100753,Schizophrenia,295.1,Schizophrenia,,0,2
100758,Gangrene,791,Gangrene,,0,2
100759,Clubbing of fingers,,-,,-,0
100760,Clubbing of toes,,-,,-,0
100761,Visceral angiomatosis,,-,,-,0
100763,Abnormality of the lymphatic system,,-,,-,0
100764,Lymphangioma,228,"Hemangioma and lymphangioma, any site",,0,1
100765,Abnormality of the tonsils,,-,,-,0
100769,Synovitis,727.1,Synovitis and tenosynovitis,,0,1
100770,Hyperperistalsis,,-,,-,0
100773,Cartilage destruction,,-,,-,0
100774,Hyperostosis,,-,,-,0
100775,Dural ectasia,,-,,-,0
100776,Recurrent pharyngitis,472,Chronic pharyngitis and nasopharyngitis,,0,1
100777,Exostoses,726.4,Calcaneal spur; Exostosis NOS,,0,1
100778,Cryoglobulinemia,,-,,-,0
100779,Urogenital sinus anomaly,,-,,-,0
100780,Conjunctival hamartoma,759,Other and unspecified congenital anomalies,Congenital,1,0
100781,Abnormality of the sacroiliac joint,,-,,-,0
100783,Breast aplasia,,-,Congenital,-,0
100784,Peripheral arteriovenous fistula,447,Other disorders of arteries and arterioles,,0,1
100785,Insomnia,327.4,Insomnia,,0,4
100787,Prostate neoplasm,185,Cancer of prostate,,0,1
100789,Torus palatinus,526.8,Exostosis of jaw,,0,0
100790,Hernia,550,Abdominal hernia,,0,4
100792,Acantholysis,695.2,Bullous dermatoses,,0,2
100795,Abnormally straight spine,,-,,-,0
100796,Orchitis,601.3,Orchitis and epididymitis,,0,1
100797,Toenail dysplasia,,-,,-,0
100798,Fingernail dysplasia,,-,,-,0
100799,Neoplasm of the middle ear,149.9,Cancer of of nasal cavities,,0,1
100800,Aplasia/Hypoplasia of the pancreas,,-,Congenital,-,0
100804,Ungual fibroma,,-,,-,0
100806,Sepsis,994.2,Sepsis,,0,4
100807,Long fingers,,-,,-,0
100811,Aplasia/Hypoplasia of the colon,,-,Congenital,-,0
100813,Testicular torsion,603,Other disorders of testis,,0,0
100816,Lip hyperpigmentation,694.2,Other dyschromia,,0,1
100817,Renovascular hypertension,401.22,Hypertensive chronic kidney disease,,0,3
100818,Long thorax,,-,Congenital,-,0
100819,Intestinal fistula,569,Other disorders of intestine,,0,0
100820,Glomerulopathy,580,Nephritis; nephrosis; renal sclerosis,,0,5
